サイト,市町,種別,種別根拠,所在地,価格(万円),土地面積(㎡),坪単価(万円/坪),種別上限(万円),地目,都市計画,接道,建築可否,建築可否理由,属人性,検出日,フラグ,詳細URL,判定
LIFULL 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,伊豆の国市古奈 (伊豆長岡駅),780,,,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-19,,https://www.homes.co.jp/tochi/b-33317490000154/,数値不明
LIFULL 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,伊豆の国市四日町 (韮山駅),1300,,,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-19,,https://www.homes.co.jp/tochi/b-33329470000034/,数値不明
LIFULL 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,伊豆の国市原木 (韮山駅),750,,,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-26,,https://www.homes.co.jp/tochi/b-33303690000049/,数値不明
LIFULL 土地 伊豆の国市,伊豆の国市,古家付き土地,土地＋古家/上物の表記,伊豆の国市四日町 (韮山駅),1280,,,1500,—,—,,不明,接道・区分情報なし。建物ありだが現行法での再建築可否は役場で要確認,,2026-06-26,,https://www.homes.co.jp/tochi/b-33303690000071/,数値不明
LIFULL 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,伊豆の国市古奈 (伊豆長岡駅),800,,,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-26,,https://www.homes.co.jp/tochi/b-33303690000038/,数値不明
LIFULL 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,伊豆の国市韮山山木 (熱海駅),300,,,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-26,注意:別荘地,https://www.homes.co.jp/tochi/b-33303660001115/,数値不明
LIFULL 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,伊豆の国市奈古谷 (熱海駅),80,,,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-26,,https://www.homes.co.jp/tochi/b-33303660000840/,数値不明
LIFULL 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,伊豆の国市北江間 (伊豆箱根バス),850,,,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-26,,https://www.homes.co.jp/tochi/b-33332300000036/,数値不明
LIFULL 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,伊豆の国市長岡 (伊豆長岡駅),1480,,,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-28,注意:温泉,https://www.homes.co.jp/tochi/b-33315810000245/,数値不明
LIFULL 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,伊豆の国市古奈 (伊豆長岡駅),2480,,,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-28,注意:温泉,https://www.homes.co.jp/tochi/b-33301530000065/,数値不明
LIFULL 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,伊豆の国市中 (伊豆長岡駅),330,,,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-28,,https://www.homes.co.jp/tochi/b-1500050000601/,数値不明
LIFULL 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,伊豆の国市長崎 (原木駅),1180,,,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-28,,https://www.homes.co.jp/tochi/b-33329030000095/,数値不明
LIFULL 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,伊豆の国市長崎 (原木駅),1380,,,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-29,,https://www.homes.co.jp/tochi/b-33329030000092/,数値不明
LIFULL 土地 伊豆の国市,伊豆の国市,古家付き土地,土地＋古家/上物の表記,伊豆の国市奈古谷 (熱海駅),780,,,1500,—,—,,不明,接道・区分情報なし。建物ありだが現行法での再建築可否は役場で要確認,,2026-06-28,,https://www.homes.co.jp/tochi/b-33303660001124/,数値不明
LIFULL 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,伊豆の国市奈古谷 (熱海駅),50,,,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-28,,https://www.homes.co.jp/tochi/b-37070020003430/,数値不明
LIFULL 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,伊豆の国市原木 (原木駅),1390,,,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-28,,https://www.homes.co.jp/tochi/b-33327580000087/,数値不明
LIFULL 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,伊豆の国市田京 (田京駅),4990,,,1500,田,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-29,,https://www.homes.co.jp/tochi/b-1265050001477/,数値不明
LIFULL 土地 伊豆の国市,伊豆の国市,古家付き土地,土地＋古家/上物の表記,伊豆の国市富士見 (伊豆長岡駅),3000,,,1500,—,—,幅員8m,不明,接道・区分情報なし。建物ありだが現行法での再建築可否は役場で要確認,,2026-06-29,,https://www.homes.co.jp/tochi/b-1265050001308/,数値不明
LIFULL 土地 伊豆の国市,伊豆の国市,古家付き土地,土地＋古家/上物の表記,伊豆の国市長岡 (伊豆長岡駅),1400,,,1500,—,—,,不明,接道・区分情報なし。建物ありだが現行法での再建築可否は役場で要確認,,2026-06-29,,https://www.homes.co.jp/tochi/b-1265050002648/,数値不明
SUUMO 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,静岡県伊豆の国市四日町555-2,1355,224.0,20.0,1500,—,—,接道しています！ お気に入り,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-17,,https://suumo.jp/tochi/shizuoka/sc_izunokuni/nc_77376229/,不適合
SUUMO 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,静岡県伊豆の国市寺家,1400,201.8,22.9,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-17,,https://suumo.jp/tochi/shizuoka/sc_izunokuni/nc_78731421/,不適合
SUUMO 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,静岡県伊豆の国市奈古谷エメラルドタウン,170,283.0,2.0,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-17,NG:エメラルドタウン,https://suumo.jp/tochi/shizuoka/sc_izunokuni/nc_82693663/,不適合
SUUMO 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,静岡県伊豆の国市中,270,381.5,2.3,1500,畑,—,,×,掲載に再建築不可の表記（新規建築不可）,,2026-06-17,,https://suumo.jp/tochi/shizuoka/sc_izunokuni/nc_78937214/,適合
SUUMO 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,静岡県伊豆の国市韮山山木,300,616.0,1.6,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-17,,https://suumo.jp/tochi/shizuoka/sc_izunokuni/nc_20083376/,適合
SUUMO 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,静岡県伊豆の国市中,330,381.0,2.9,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-17,,https://suumo.jp/tochi/shizuoka/sc_izunokuni/nc_79025793/,適合
SUUMO 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,静岡県伊豆の国市韮山山木,400,461.0,2.9,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-17,,https://suumo.jp/tochi/shizuoka/sc_izunokuni/nc_76404904/,適合
SUUMO 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,静岡県伊豆の国市長岡,650,173.6,12.4,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-17,注意:温泉,https://suumo.jp/tochi/shizuoka/sc_izunokuni/nc_78583766/,不適合
SUUMO 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,静岡県伊豆の国市南條,680,73.2,30.7,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-17,,https://suumo.jp/tochi/shizuoka/sc_izunokuni/nc_20572842/,不適合
SUUMO 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,静岡県伊豆の国市古奈,780,239.0,10.8,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-17,,https://suumo.jp/tochi/shizuoka/sc_izunokuni/nc_20950952/,不適合
SUUMO 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,静岡県伊豆の国市古奈,780,239.0,10.8,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-17,,https://suumo.jp/tochi/shizuoka/sc_izunokuni/nc_20920565/,不適合
SUUMO 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,静岡県伊豆の国市北江間,800,3244.8,0.8,1500,宅地,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-17,,https://suumo.jp/tochi/shizuoka/sc_izunokuni/nc_21078648/,適合
SUUMO 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,静岡県伊豆の国市三福69-3他,820,109.9,24.7,1500,田,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-17,,https://suumo.jp/tochi/shizuoka/sc_izunokuni/nc_20504718/,不適合
SUUMO 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,静岡県伊豆の国市原木194,980,165.1,19.6,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-17,,https://suumo.jp/tochi/shizuoka/sc_izunokuni/nc_20877811/,不適合
SUUMO 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,静岡県伊豆の国市長崎,990,200.7,16.3,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-17,,https://suumo.jp/tochi/shizuoka/sc_izunokuni/nc_20818984/,不適合
SUUMO 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,静岡県伊豆の国市大仁,1080,172.0,20.8,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-17,,https://suumo.jp/tochi/shizuoka/sc_izunokuni/nc_20346154/,不適合
SUUMO 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,静岡県伊豆の国市北江間,1080,168.8,21.2,1500,宅地,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-17,,https://suumo.jp/tochi/shizuoka/sc_izunokuni/nc_94832790/,不適合
SUUMO 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,静岡県伊豆の国市長崎350-6,1150,201.0,18.9,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-29,,https://suumo.jp/tochi/shizuoka/sc_izunokuni/nc_75640261/,不適合
SUUMO 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,静岡県伊豆の国市長崎350-4,1150,201.0,18.9,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-29,,https://suumo.jp/tochi/shizuoka/sc_izunokuni/nc_72034398/,不適合
SUUMO 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,静岡県伊豆の国市長崎350-8,1180,201.5,19.4,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-29,,https://suumo.jp/tochi/shizuoka/sc_izunokuni/nc_75042663/,不適合
SUUMO 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,静岡県伊豆の国市三福,1200,201.8,19.7,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-17,,https://suumo.jp/tochi/shizuoka/sc_izunokuni/nc_71633187/,不適合
SUUMO 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,静岡県伊豆の国市長岡,1280,282.1,15.0,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-17,,https://suumo.jp/tochi/shizuoka/sc_izunokuni/nc_96501493/,不適合
SUUMO 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,静岡県伊豆の国市寺家,1290,241.0,17.7,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-17,,https://suumo.jp/tochi/shizuoka/sc_izunokuni/nc_20315660/,不適合
SUUMO 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,静岡県伊豆の国市長崎350-4,1380,205.0,22.3,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-29,,https://suumo.jp/tochi/shizuoka/sc_izunokuni/nc_75042521/,不適合
SUUMO 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,静岡県伊豆の国市大仁,1380,342.3,13.3,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-17,,https://suumo.jp/tochi/shizuoka/sc_izunokuni/nc_76627283/,適合
SUUMO 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,静岡県伊豆の国市長岡,1400,354.1,13.1,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-25,,https://suumo.jp/tochi/shizuoka/sc_izunokuni/nc_21145042/,適合
SUUMO 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,静岡県伊豆の国市三福69-4,1468,165.5,29.3,1500,田,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-17,,https://suumo.jp/tochi/shizuoka/sc_izunokuni/nc_20609438/,不適合
SUUMO 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,静岡県伊豆の国市原木,1500,173.3,28.6,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-17,,https://suumo.jp/tochi/shizuoka/sc_izunokuni/nc_21068965/,不適合
SUUMO 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,静岡県伊豆の国市三福171-10他,1600,172.1,30.7,1500,田,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-29,,https://suumo.jp/tochi/shizuoka/sc_izunokuni/nc_75550290/,不適合
SUUMO 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,静岡県伊豆の国市中條400-1,2100,366.3,19.0,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-17,,https://suumo.jp/tochi/shizuoka/sc_izunokuni/nc_84674278/,不適合
SUUMO 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,静岡県伊豆の国市長岡,2480,1316.0,6.2,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-17,,https://suumo.jp/tochi/shizuoka/sc_izunokuni/nc_20869771/,不適合
SUUMO 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,静岡県伊豆の国市天野110,2480,653.0,12.6,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-17,,https://suumo.jp/tochi/shizuoka/sc_izunokuni/nc_72137058/,不適合
SUUMO 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,静岡県伊豆の国市古奈,2580,396.0,21.5,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-17,,https://suumo.jp/tochi/shizuoka/sc_izunokuni/nc_20764232/,不適合
SUUMO 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,静岡県伊豆の国市中,2730,1350.5,6.7,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-17,,https://suumo.jp/tochi/shizuoka/sc_izunokuni/nc_71149502/,不適合
SUUMO 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,静岡県伊豆の国市四日町897-1,2800,961.8,9.6,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-17,,https://suumo.jp/tochi/shizuoka/sc_izunokuni/nc_74062654/,不適合
SUUMO 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,静岡県伊豆の国市富士見,3000,850.9,11.7,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-17,,https://suumo.jp/tochi/shizuoka/sc_izunokuni/nc_70162419/,不適合
SUUMO 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,静岡県伊豆の国市田京,4990,1152.9,14.3,1500,田,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-17,,https://suumo.jp/tochi/shizuoka/sc_izunokuni/nc_71292657/,不適合
SUUMO 土地 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,静岡県伊豆の国市南江間,10000,2228.0,14.8,1500,—,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-17,,https://suumo.jp/tochi/shizuoka/sc_izunokuni/nc_20069747/,不適合
空き家バンクしずおか 函南町,函南町,空き家,掲載に空き家表記,田方郡函南町丹那,2650,370.5,23.6,3000,田,市街化調整区域,,△,調整区域の建替えは既存宅地要件等の確認が必要＝本命候補,,2026-06-14,関心:調整区域/無指定,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/159531/settle/1,適合
空き家バンクしずおか 函南町,函南町,空き家,掲載に空き家表記,田方郡函南町平井,580,271.7,7.1,3000,田,市街化調整区域,,△,調整区域の建替えは既存宅地要件等の確認が必要＝本命候補,,2026-06-14,関心:調整区域/無指定 NG:南箱根ダイヤランド,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/166471/settle/1,不適合
空き家バンクしずおか 函南町,函南町,更地,土地カテゴリ（建物表記なし）,田方郡函南町仁田,4180,183.6,75.3,1500,田,市街化区域,,△,市街化区域だが接道幅員が不明。新築可否は接道要確認,,2026-06-26,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/174642/settle/1,不適合
空き家バンクしずおか 函南町,函南町,空き家,掲載に空き家表記,田方郡函南町仁田,2390,84.3,93.7,3000,田,—,,不明,接道・区分情報なし。建物ありだが現行法での再建築可否は役場で要確認,,2026-06-14,注意:管理費,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/173658/settle/1,不適合
空き家バンクしずおか 函南町,函南町,更地,土地カテゴリ（建物表記なし）,田方郡函南町平井1753-1387,980,233.0,13.9,1500,田,市街化区域,,△,市街化区域だが接道幅員が不明。新築可否は接道要確認,,2026-06-14,関心:無指定 NG:南箱根ダイヤランド,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/149239/settle/1,不適合
空き家バンクしずおか 函南町,函南町,中古戸建,中古戸建/住宅カテゴリ,田方郡函南町畑,1250,295.4,14.0,3000,畑,市街化調整区域,,△,調整区域の建替えは既存宅地要件等の確認が必要＝本命候補,,2026-06-22,関心:調整区域/無指定 NG:南箱根ダイヤランド,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/174489/settle/1,不適合
空き家バンクしずおか 函南町,函南町,空き家,掲載に空き家表記,田方郡函南町平井,750,365.0,6.8,3000,田,市街化区域,,不明,接道・区分情報なし。建物ありだが現行法での再建築可否は役場で要確認,,2026-06-14,関心:無指定 注意:温泉 NG:南箱根ダイヤランド,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/165995/settle/1,適合
空き家バンクしずおか 函南町,函南町,古家付き土地,土地＋古家/上物の表記,田方郡函南町肥田917-1,3500,1400.6,8.3,1500,田,市街化調整区域,,△,調整区域の建替えは既存宅地要件等の確認が必要＝本命候補,,2026-06-14,関心:調整区域/無指定,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/124718/settle/1,不適合
空き家バンクしずおか 函南町,函南町,空き家,掲載に空き家表記,田方郡函南町仁田229-8,2490,175.8,46.8,3000,田,市街化区域,,不明,接道・区分情報なし。建物ありだが現行法での再建築可否は役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/171686/settle/1,不適合
空き家バンクしずおか 函南町,函南町,更地,土地カテゴリ（建物表記なし）,田方郡函南町間宮,2980,128.5,76.7,1500,田,市街化区域,,△,市街化区域だが接道幅員が不明。新築可否は接道要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/172053/settle/1,不適合
空き家バンクしずおか 函南町,函南町,空き家,掲載に空き家表記,田方郡函南町仁田,2890,116.1,82.3,3000,田,市街化区域,,不明,接道・区分情報なし。建物ありだが現行法での再建築可否は役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/164848/settle/1,不適合
空き家バンクしずおか 函南町,函南町,空き家,掲載に空き家表記,田方郡函南町仁田,2650,164.7,53.2,3000,田,市街化区域,,不明,接道・区分情報なし。建物ありだが現行法での再建築可否は役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/173191/settle/1,不適合
空き家バンクしずおか 函南町,函南町,空き家,掲載に空き家表記,田方郡函南町仁田,2650,119.1,73.6,3000,田,市街化区域,,不明,接道・区分情報なし。建物ありだが現行法での再建築可否は役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/168035/settle/1,不適合
空き家バンクしずおか 函南町,函南町,更地,土地カテゴリ（建物表記なし）,田方郡函南町大土肥,2780,248.0,37.1,1500,田,市街化区域,,△,市街化区域だが接道幅員が不明。新築可否は接道要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/168927/settle/1,不適合
空き家バンクしずおか 函南町,函南町,空き家,掲載に空き家表記,田方郡函南町平井,590,543.0,3.6,3000,田,市街化区域,,不明,接道・区分情報なし。建物ありだが現行法での再建築可否は役場で要確認,,2026-06-14,関心:無指定 NG:エメラルドタウン,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/174222/settle/1,適合
空き家バンクしずおか 函南町,函南町,空き家,掲載に空き家表記,田方郡函南町仁田35-7,2890,116.1,82.3,3000,田,市街化区域,,不明,接道・区分情報なし。建物ありだが現行法での再建築可否は役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/173476/settle/1,不適合
空き家バンクしずおか 函南町,函南町,空き家,掲載に空き家表記,田方郡函南町畑毛389-3,480,165.3,9.6,3000,畑,市街化調整区域,,△,調整区域の建替えは既存宅地要件等の確認が必要＝本命候補,,2026-06-14,関心:調整区域/無指定,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/174189/settle/1,不適合
空き家バンクしずおか 函南町,函南町,空き家,掲載に空き家表記,田方郡函南町平井1247番の4,2700,424.8,21.0,3000,田,市街化区域,,不明,接道・区分情報なし。建物ありだが現行法での再建築可否は役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/161158/settle/1,適合
空き家バンクしずおか 函南町,函南町,更地,土地カテゴリ（建物表記なし）,田方郡函南町肥田68-2,1453,686.0,7.0,1500,田,市街化調整区域,,△,市街化調整区域は原則新築不可・許可要件次第＝本命候補,,2026-06-14,関心:調整区域/無指定,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/126876/settle/1,適合
空き家バンクしずおか 函南町,函南町,空き家,掲載に空き家表記,田方郡函南町柏谷938-9,2390,138.3,57.1,3000,田,市街化区域,,不明,接道・区分情報なし。建物ありだが現行法での再建築可否は役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/148328/settle/1,不適合
