サイト,市町,種別,種別根拠,所在地,価格(万円),土地面積(㎡),坪単価(万円/坪),種別上限(万円),地目,都市計画,接道,再建築可否,再建築理由,属人性,検出日,フラグ,詳細URL,判定
空き家バンクしずおか 函南町,函南町,更地,土地カテゴリ（建物表記なし）,田方郡函南町柏谷1264-1,280,996.0,0.9,1500,宅地,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/146283/settle/1,適合
空き家バンクしずおか 函南町,函南町,空き家,掲載に空き家表記,田方郡函南町柏谷,1880,347.1,17.9,3000,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/167122/settle/1,適合
空き家バンクしずおか 函南町,函南町,空き家,掲載に空き家表記,田方郡函南町平井南箱根ダイヤランド,380,290.0,4.3,3000,田,市街化調整区域,,△,調整区域につき要役場確認＝本命候補,,2026-06-14,関心:調整区域/無指定 注意:温泉 NG:南箱根ダイヤランド,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/111023/settle/1,不適合
空き家バンクしずおか 函南町,函南町,空き家,掲載に空き家表記,田方郡函南町丹那,2650,370.5,23.6,3000,田,市街化調整区域,,△,調整区域につき要役場確認＝本命候補,,2026-06-14,関心:調整区域/無指定,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/159531/settle/1,適合
空き家バンクしずおか 函南町,函南町,更地,土地カテゴリ（建物表記なし）,田方郡函南町平井1753-1387,980,233.0,13.9,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,関心:無指定 NG:南箱根ダイヤランド,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/149239/settle/1,不適合
空き家バンクしずおか 函南町,函南町,古家付き土地,土地＋古家/上物の表記,田方郡函南町肥田917-1,3500,1400.6,8.3,1500,田,市街化調整区域,,△,調整区域につき要役場確認＝本命候補,,2026-06-14,関心:調整区域/無指定,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/124718/settle/1,不適合
空き家バンクしずおか 函南町,函南町,更地,土地カテゴリ（建物表記なし）,田方郡函南町畑毛478-7,530,252.0,7.0,1500,宅地,市街化調整区域,,△,調整区域につき要役場確認＝本命候補,,2026-06-14,関心:調整区域,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/171540/settle/1,不適合
空き家バンクしずおか 函南町,函南町,更地,土地カテゴリ（建物表記なし）,田方郡函南町平井1753番1500,300,206.0,4.8,1500,田,市街化調整区域,,△,調整区域につき要役場確認＝本命候補,,2026-06-14,関心:調整区域/無指定,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/133665/settle/1,不適合
空き家バンクしずおか 函南町,函南町,更地,土地カテゴリ（建物表記なし）,田方郡函南町丹那1316番529,300,249.0,4.0,1500,田,市街化調整区域,,△,調整区域につき要役場確認＝本命候補,,2026-06-14,関心:調整区域/無指定,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/133668/settle/1,不適合
空き家バンクしずおか 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,伊豆の国市長崎350-6,1150,201.0,18.9,1500,田,市街化調整区域,,△,調整区域につき要役場確認＝本命候補,,2026-06-14,関心:調整区域/無指定,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/132916/settle/1,不適合
空き家バンクしずおか 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,伊豆の国市長崎350-4,1380,205.0,22.3,1500,田,市街化調整区域,,△,調整区域につき要役場確認＝本命候補,,2026-06-14,関心:調整区域/無指定,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/132911/settle/1,不適合
空き家バンクしずおか 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,伊豆の国市長崎350-8,1180,201.5,19.4,1500,田,市街化調整区域,,△,調整区域につき要役場確認＝本命候補,,2026-06-14,関心:調整区域/無指定,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/132918/settle/1,不適合
空き家バンクしずおか 伊豆の国市,伊豆の国市,中古戸建,中古戸建/住宅カテゴリ,伊豆の国市奈古谷,580,358.0,5.4,3000,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,関心:無指定 注意:別荘地,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/165205/settle/1,適合
空き家バンクしずおか 伊豆の国市,伊豆の国市,古家付き土地,土地＋古家/上物の表記,伊豆の国市奈古谷,780,381.0,6.8,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,関心:無指定 注意:別荘地,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/171443/settle/1,適合
空き家バンクしずおか 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,伊豆の国市小坂,1180,257.9,15.1,1500,田,市街化調整区域,,△,調整区域につき要役場確認＝本命候補,,2026-06-14,関心:調整区域/無指定,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/163787/settle/1,不適合
空き家バンクしずおか 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,伊豆の国市長岡,1480,343.6,14.2,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/97610/settle/1,適合
空き家バンクしずおか 伊豆の国市,伊豆の国市,空き家,掲載に空き家表記,伊豆の国市長岡1334-4,288,43.0,22.1,3000,田,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,注意:管理費,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/152585/settle/1,不適合
空き家バンクしずおか 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,伊豆の国市四日町1005-1,1300,190.1,22.6,1500,宅地,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/143272/settle/1,不適合
空き家バンクしずおか 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,伊豆の国市奈古谷エメラルドタウン,1180,245.8,15.9,1500,田,市街化調整区域,,△,調整区域につき要役場確認＝本命候補,,2026-06-14,関心:調整区域/無指定 NG:エメラルドタウン,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/173766/settle/1,不適合
空き家バンクしずおか 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,伊豆の国市長崎350-7,1150,226.3,16.8,1500,田,市街化調整区域,,△,調整区域につき要役場確認＝本命候補,,2026-06-14,関心:調整区域/無指定,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/138640/settle/1,不適合
空き家バンクしずおか 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,伊豆の国市原木38-1,1390,270.0,17.0,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/139291/settle/1,不適合
空き家バンクしずおか 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,伊豆の国市原木,980,165.1,19.6,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/173222/settle/1,不適合
空き家バンクしずおか 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,伊豆の国市奈古谷小松ケ原2228-200,680,337.0,6.7,1500,畑,市街化調整区域,,△,調整区域につき要役場確認＝本命候補,,2026-06-14,関心:調整区域/無指定,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/111154/settle/1,適合
空き家バンクしずおか 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,伊豆の国市小坂,1180,257.9,15.1,1500,田,市街化調整区域,,△,調整区域につき要役場確認＝本命候補,,2026-06-14,関心:調整区域/無指定,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/154670/settle/1,不適合
空き家バンクしずおか 伊豆の国市,伊豆の国市,古家付き土地,土地＋古家/上物の表記,伊豆の国市田京,300,257.2,3.9,1500,田,市街化調整区域,,△,調整区域につき要役場確認＝本命候補,,2026-06-14,関心:調整区域/無指定,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/163205/settle/1,不適合
空き家バンクしずおか 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,伊豆の国市南江間,850,164.9,17.0,1500,田,市街化調整区域,,△,調整区域につき要役場確認＝本命候補,,2026-06-14,関心:調整区域/無指定,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/172110/settle/1,不適合
空き家バンクしずおか 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,伊豆の国市韮山山木1225-127,900,287.0,10.4,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,関心:無指定,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/155384/settle/1,不適合
空き家バンクしずおか 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,伊豆の国市奈古谷2227-107,80,495.0,0.5,1500,田,市街化調整区域,,△,調整区域につき要役場確認＝本命候補,,2026-06-14,関心:調整区域/無指定,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/144639/settle/1,適合
空き家バンクしずおか 伊豆の国市,伊豆の国市,空き家,掲載に空き家表記,伊豆の国市長岡1334-4,450,64.7,23.0,3000,田,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,注意:管理費,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/131233/settle/1,不適合
空き家バンクしずおか 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,伊豆の国市古奈221-2,3750,292.8,42.3,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/133411/settle/1,不適合
空き家バンクしずおか 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,伊豆の国市宗光寺,600,112.6,17.6,1500,田,市街化調整区域,,△,調整区域につき要役場確認＝本命候補,,2026-06-14,関心:調整区域/無指定,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/163522/settle/1,不適合
空き家バンクしずおか 伊豆の国市,伊豆の国市,空き家,掲載に空き家表記,伊豆の国市大仁,3200,160.6,65.9,3000,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/138202/settle/1,不適合
空き家バンクしずおか 伊豆の国市,伊豆の国市,空き家,掲載に空き家表記,伊豆の国市三福,250,137.2,6.0,3000,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/165654/settle/1,不適合
空き家バンクしずおか 伊豆の国市,伊豆の国市,古家付き土地,土地＋古家/上物の表記,伊豆の国市韮山金谷,1350,1941.6,2.3,1500,田,市街化調整区域,,△,調整区域につき要役場確認＝本命候補,,2026-06-14,関心:調整区域/無指定,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/172719/settle/1,適合
空き家バンクしずおか 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,伊豆の国市寺家,1800,330.9,18.0,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/163092/settle/1,不適合
空き家バンクしずおか 伊豆の国市,伊豆の国市,空き家,掲載に空き家表記,伊豆の国市立花３丁目,75,57.7,4.3,3000,田,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,関心:無指定 注意:管理費,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/161234/settle/1,不適合
空き家バンクしずおか 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,伊豆の国市天野,2200,393.0,18.5,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/166786/settle/1,不適合
空き家バンクしずおか 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,伊豆の国市古奈,2480,355.6,23.1,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,注意:温泉,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/156379/settle/1,不適合
空き家バンクしずおか 伊豆の国市,伊豆の国市,古家付き土地,土地＋古家/上物の表記,伊豆の国市南江間1930番38,750,199.1,12.5,1500,田,市街化調整区域,,△,調整区域につき要役場確認＝本命候補,,2026-06-14,関心:調整区域/無指定,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/165994/settle/1,不適合
空き家バンクしずおか 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,伊豆の国市三福,250,137.2,6.0,1500,宅地,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/157921/settle/1,不適合
空き家バンクしずおか 伊豆の国市,伊豆の国市,中古戸建,中古戸建/住宅カテゴリ,伊豆の国市奈古谷,1830,102.8,58.8,3000,田,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,関心:無指定 注意:管理費,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/164972/settle/1,不適合
空き家バンクしずおか 伊豆の国市,伊豆の国市,更地,土地カテゴリ（建物表記なし）,伊豆の国市奈古谷小松ケ原2227-215,100,1032.0,0.3,1500,田,市街化調整区域,,△,調整区域につき要役場確認＝本命候補,,2026-06-14,関心:調整区域/無指定 注意:別荘地,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/111173/settle/1,適合
空き家バンクしずおか 伊豆の国市,伊豆の国市,古家付き土地,土地＋古家/上物の表記,伊豆の国市南江間,350,153.5,7.5,1500,田,市街化調整区域,,△,調整区域につき要役場確認＝本命候補,,2026-06-14,関心:調整区域/無指定,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/162028/settle/1,不適合
空き家バンクしずおか 伊豆の国市,伊豆の国市,空き家,掲載に空き家表記,伊豆の国市大仁,1980,404.0,16.2,3000,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/169525/settle/1,適合
