サイト,市町,種別,種別根拠,所在地,価格(万円),土地面積(㎡),坪単価(万円/坪),種別上限(万円),地目,都市計画,接道,再建築可否,再建築理由,属人性,検出日,フラグ,詳細URL,判定
空き家バンクしずおか 沼津市,沼津市,空き家,掲載に空き家表記,沼津市高沢町,3190,77.5,136.1,3000,田,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,注意:管理費,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/173659/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,空き家,掲載に空き家表記,沼津市高島町,1550,83.0,61.7,3000,田,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,注意:管理費,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/173652/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,空き家,掲載に空き家表記,沼津市上土町,2590,77.4,110.6,3000,田,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,注意:管理費,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/173650/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,古家付き土地,土地＋古家/上物の表記,沼津市下香貫,1480,281.8,17.4,1500,宅地,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/167912/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,古家付き土地,土地＋古家/上物の表記,沼津市西条町,780,68.0,37.9,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/171371/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市平町,1600,121.2,43.6,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/158796/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,古家付き土地,土地＋古家/上物の表記,沼津市東沢田,1700,190.0,29.6,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/158909/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,空き家,掲載に空き家表記,沼津市下河原町１丁目,1380,58.4,78.1,3000,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/169093/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,古家付き土地,土地＋古家/上物の表記,沼津市鳥谷,1000,446.3,7.4,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/170967/settle/1,適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市足高,900,184.8,16.1,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/173984/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市原町中１丁目5-14,750,128.0,19.4,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/152698/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市今沢689-39,1100,193.2,18.8,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/153833/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,空き家,掲載に空き家表記,沼津市上土町,1980,71.2,91.9,3000,田,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,注意:管理費,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/166745/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市中瀬町190番,3588,339.0,35.0,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/162675/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,古家付き土地,土地＋古家/上物の表記,沼津市下香貫藤井原,880,107.4,27.1,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/159854/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市本郷町8-12　(1)号地,1300,158.9,27.0,1500,宅地,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/169697/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,空き家,掲載に空き家表記,沼津市大岡,2180,240.5,30.0,3000,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/173874/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,古家付き土地,土地＋古家/上物の表記,沼津市下香貫八重,990,147.6,22.2,1500,宅地,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/173873/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,空き家,掲載に空き家表記,沼津市岡宮,1980,122.3,53.5,3000,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/173849/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,古家付き土地,土地＋古家/上物の表記,沼津市西間門274-3,800,199.1,13.3,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/159985/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市西熊堂,760,95.0,26.4,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/160049/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,古家付き土地,土地＋古家/上物の表記,沼津市原293番2,1080,277.8,12.9,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/130777/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,古家付き土地,土地＋古家/上物の表記,沼津市大諏訪747-6,950,132.2,23.8,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/148690/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,空き家,掲載に空き家表記,沼津市白銀町,4180,100.1,138.0,3000,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/168204/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市本字千本郷林,1330,284.8,15.4,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/171132/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市新沢田町8-22,2580,136.8,62.3,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/153203/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,古家付き土地,土地＋古家/上物の表記,沼津市住吉町1－8,1000,127.3,26.0,1500,宅地,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/146838/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,空き家,掲載に空き家表記,沼津市吉田町,650,66.8,32.2,3000,田,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,注意:管理費,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/168539/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,空き家,掲載に空き家表記,沼津市中沢田423-1,2690,132.4,67.2,3000,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/168971/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市上香貫宮原町1529-1,2308,399.9,19.1,1500,宅地,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/139081/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市平町21-11,600,81.0,24.5,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/151860/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,空き家,掲載に空き家表記,沼津市下河原町２丁目,450,46.0,32.3,3000,田,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,注意:管理費,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/169946/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市青野,5900,871.3,22.4,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/168100/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,古家付き土地,土地＋古家/上物の表記,沼津市千本中町26,780,387.9,6.6,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/165752/settle/1,適合
空き家バンクしずおか 沼津市,沼津市,古家付き土地,土地＋古家/上物の表記,沼津市戸田,180,84.6,7.0,1500,田,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,関心:無指定,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/140937/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,古家付き土地,土地＋古家/上物の表記,沼津市五月町1-16,1250,138.0,29.9,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/152722/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市大岡,800,93.0,28.4,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/173397/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,空き家,掲載に空き家表記,沼津市平町,980,52.8,61.4,3000,田,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,注意:管理費,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/173390/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市下香貫,1800,297.0,20.0,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/158447/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市江原町,6700,409.6,54.1,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/160881/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,中古戸建,中古戸建/住宅カテゴリ,沼津市下河原町131-18,150,25.8,19.2,3000,田,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,注意:管理費,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/164428/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,中古戸建,中古戸建/住宅カテゴリ,沼津市高砂町16-1,1890,215.0,29.1,3000,宅地,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/155067/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,空き家,掲載に空き家表記,沼津市原2030-33,1980,218.0,30.0,3000,宅地,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/163582/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,空き家,掲載に空き家表記,沼津市南本郷町12-6-1,2880,241.3,39.5,3000,宅地,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/170276/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市本郷町8-12,1300,158.9,27.0,1500,宅地,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/169766/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,古家付き土地,土地＋古家/上物の表記,沼津市下香貫藤井原,880,107.4,27.1,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/159903/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市本字下一丁田866-14,660,134.1,16.3,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/129160/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市原1548-1,5100,842.3,20.0,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/133077/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市下香貫牛臥3010-44,750,180.6,13.7,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/160848/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,古家付き土地,土地＋古家/上物の表記,沼津市下香貫馬場439-2,1000,165.3,20.0,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/97393/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市本郷町23-24,1950,194.0,33.2,1500,宅地,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/137887/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市御幸町23-6,3200,30.6,345.7,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/164107/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,古家付き土地,土地＋古家/上物の表記,沼津市大岡935-27,1850,165.3,37.0,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/169612/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市中瀬町17-13,1490,164.2,30.0,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/153981/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,古家付き土地,土地＋古家/上物の表記,沼津市玉江町1-27,1999,220.3,30.0,1500,宅地,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/157705/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市足高133-9,77,127.0,2.0,1500,田,市街化調整区域,,△,調整区域につき要役場確認＝本命候補,,2026-06-14,関心:調整区域/無指定,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/170313/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市西島町1111-6,1200,184.0,21.6,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/34387/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,古家付き土地,土地＋古家/上物の表記,沼津市庄栄町,1520,164.8,30.5,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/167096/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,古家付き土地,土地＋古家/上物の表記,沼津市庄栄町,2300,164.8,46.1,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/161703/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市若葉町,2800,219.8,42.1,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/157909/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市真砂町27-9,390,51.4,25.1,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/144736/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市岡宮1307-6　他2筆,2022,180.7,37.0,1500,宅地,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/168203/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市下河原町２丁目,900,139.6,21.3,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/173240/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,空き家,掲載に空き家表記,沼津市大岡,3000,150.5,65.9,3000,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/172723/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,空き家,掲載に空き家表記,沼津市口野,490,115.2,14.1,3000,田,市街化調整区域,,△,調整区域につき要役場確認＝本命候補,,2026-06-14,関心:調整区域/無指定,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/167921/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市大塚531-7,780,183.4,14.1,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/154950/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,空き家,掲載に空き家表記,沼津市中沢田423-1,2490,133.9,61.5,3000,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/168975/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,空き家,掲載に空き家表記,沼津市下香貫,4280,626.9,22.6,3000,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/171958/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市真砂町1-5,300,39.2,25.3,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/141530/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,古家付き土地,土地＋古家/上物の表記,沼津市上香貫二瀬川町,1220,254.2,15.9,1500,宅地,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/165414/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市西島町,1100,218.0,16.7,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/165457/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市大岡3063-2,1780,165.8,35.5,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/157940/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市真砂町19-8,480,58.5,27.1,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/169633/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,古家付き土地,土地＋古家/上物の表記,沼津市下香貫藤井原,880,107.4,27.1,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/159925/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,古家付き土地,土地＋古家/上物の表記,沼津市西椎路,1200,237.7,16.7,1500,田,市街化調整区域,,△,調整区域につき要役場確認＝本命候補,,2026-06-14,関心:調整区域/無指定,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/172100/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,古家付き土地,土地＋古家/上物の表記,"沼津市大岡1761-9,1761-10",950,132.2,23.8,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/162793/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,古家付き土地,土地＋古家/上物の表記,沼津市市道町,1200,193.4,20.5,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/169425/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市江浦,580,274.2,7.0,1500,田,市街化調整区域,,△,調整区域につき要役場確認＝本命候補,,2026-06-14,関心:調整区域/無指定,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/170104/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市岡宮129-13,1480,131.5,37.2,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/112701/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市岡宮129-13,1480,128.5,38.1,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/112700/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,古家付き土地,土地＋古家/上物の表記,沼津市下小路町,980,111.0,29.2,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/170091/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市上香貫1688-8,3690,317.9,38.4,1500,宅地,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/80645/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,古家付き土地,土地＋古家/上物の表記,沼津市上香貫二瀬川町1943番地の3,2000,360.3,18.4,1500,宅地,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/154467/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市市道町,1500,163.1,30.4,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/169210/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,更地,土地カテゴリ（建物表記なし）,沼津市大岡1286-26、27、29,980,173.3,18.7,1500,田,市街化区域,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/150344/settle/1,不適合
空き家バンクしずおか 沼津市,沼津市,中古戸建,中古戸建/住宅カテゴリ,沼津市江原町4番22,1650,72.0,75.8,3000,田,—,,不明,接道・区分情報なし、詳細/役場で要確認,,2026-06-14,注意:管理費,https://akiya-bank.shizuoka.fudohsan.jp/%E7%89%A9%E4%BB%B6/152120/settle/1,不適合
